ID,N°,Tipo,T,Quechua ,Traducción (español)
C156,156,Oración,S,Mamaykichiskuna chitata michinku,Vuestras mamas pasean ovejas
C157,157,Oración,S,Mamanku llaqtata rinku,Sus mamás han ido al pueblo
C158,158,Oración,S,Q'ewisqa makita hampin,Cura la mano torcida
C159,159,Oración,S,Alqo lawata mikhun,El perro come la mazamorra
C160,160,Oración,S,Noqa qoyllorta rikuni,Veo una estrella
C161,161,Oración,S,Pedro t’antata apan,Pedro lleva pan
C162,162,Oración,S,Noqa chakraypi sarata tarpuni,Yo siembro maiz en mi chacra
C163,163,Oración,S,Waynapura p'itaypi llallinakunku,Entre jovenes corriendo se ganan
C164,164,Oración,S,Warmipura mikhunata wayk’unku,Entre mujeres cocinan la comida
C165,165,Oración,S,Ñawsa waka kasqa,La vaca está ciega
C166,166,Oración,S,Hamp’atu mana yawarniyuq kasqa,El sapo no tiene sangre
C167,167,Oración,S,Papay chay aqata upyaykuy,"Papá, tomate esa chicha"
C168,168,Oración,S,Juliacha aychata k’aspiman warkuy,Julia cuelga la carne
C169,169,Oración,S,"Juancha, awichaykita puñuysiy","Juan, acompaña a dormir a tu tatarabuela"
C170,170,Oración,S,Mario papaykita llank’aysiy,Mario ayuda a trabajar a nuestro padre
C171,171,Oración,S,Mikhunata wawqeykiman apariy,Comienza a llevar la comida a tu tío
C172,172,Oración,S,Maymaykita may risqanman qatikuy,Sigue a tu mama a donde vaya
C173,173,Oración,S,Yachay wasipa punkunqa kichasqapunin kashan,La puerta de la escuela está siempre abierta
C174,174,Oración,S,llaqtaypi sara wiñan,En mi pueblo crece maíz
C175,175,Oración,S,Kay hamp´arapi wishwi kashan,En esta mesa está el aceite.
C176,176,Oración,S,Chay mankapi wishlla kashan,En esa olla está la cucharón.
C177,177,Oración,S,Wak ukyanapi yaku kashan,En aquel vaso está el agua.
C178,178,Oración,S,Kay kachipi ch’arki kashan,En esta sal está el charki/carne seca.
C179,179,Oración,S,Wak chirichinapi sara kashan,En aquella refrigeradora está el maíz.
C180,180,Oración,S,Chay k’anallapi uchu kashan,En esa tostadora está el ají.
C181,181,Oración,S,Kay mankapi wallpata mikhuni,En esta olla como gallina.
C182,182,Oración,S,Chay wishllapi yaku kashan,En ese cucharón hay agua.
C183,183,Oración,S,Wak wasipi mamay kashan,En aquella casa está mi mamá.
C184,184,Oración,S,Kay p’uyñupi upi kashan,En este cántaro está la chicha.
C185,185,Oración,S,Chay qeropi yawar kashan,En ese kero está la sangre.
C186,186,Oración,S,Kay aycha theqtichinapi kashan,Esta carne está en la sartén.
C187,187,Oración,S,Chay t´anta hamp´arapi kashan,En esa mesa está el pan.
C188,188,Oración,S,Wak yuraq runtukuna mankapi kashan,En aquella mesa están los huevos.
C189,189,Oración,S,Kay mishk'i uchukuta maranpi kashan,Este delicioso rocoto molida esta en el batán.
C190,190,Oración,S,Wak asna api p’ukupi kashan,Aquella mazamorra apestosa está en el plato.
C191,191,Oración,S,Noqa sumaq warmita munani,Yo quiero a una chica linda.
C192,192,Oración,S,Qan mishk´i lawata mikhunki,Tú comes una sopa dulce.
C193,193,Oración,S,Pay hatun wasipi tiyan,Él vive en una casa grande.
C194,194,Oración,S,Noqa haya wallpata wayk´uni,Yo cocino una gallina picante.
C195,195,Oración,S,Mana allin theqtichina kan,Hay una sartén malograda.
C196,196,Oración,S,Yayaykichis qoncho yakuta t’inpuchin,Nuestro tío hierve el agua turbia.
C197,197,Oración,S,Noqa kay mishk'i apita mikhuni,Yo como esta mazamorra dulce.
C198,198,Oración,S,Qan chay huch´uy wallpata wayk´unki,Tú cocinas esa gallina pequeña.
C199,199,Oración,S,Pay waq hatun wasipi tiyan,Él vive en aquella casa grande.
C200,200,Oración,S,Noqanchis kay sumaq mankata ruwanchis,Nosotros hacemos esta olla hermosa.
C201,201,Oración,S,Noqayku chay ch’uya orqoman riyku,Nosotros vamos hacia ese cerro limpio.
C202,202,Oración,S,Qankuna qoncho qochapi kashankichis,Ustedes están en aquella laguna turbia.
C203,203,Oración,S,Paykuna kay munay takipi tusunku,Ellos bailan en esta bonita canción.
C204,204,Oración,S,Noqa kay mishk´i lawata mikhuni,Yo como sopa de maíz sabrosa.
C205,205,Oración,S,Q’ochapi chirichina kashan,La refrigeradora esta en la laguna.
C206,206,Oración,S,Taytaypa makin llank’ananpaq,La mano de mi papá sirve para que trabaje.
C207,207,Oración,S,Wawqeykunaq chankinku purinankupaq,Los pies de mis hermanos sirven para que ellos caminen.
C208,208,Oración,S,China michi purishan,La gata esta caminando.
C209,209,Oración,S,Warmi wayk´ushan,La mujer está cocinando.
C210,210,Oración,S,Qankuna tarukata qatikacharankichis,Ustedes perseguían el venado.
C211,211,Oración,S,"Llapan warmikunapin atiyniyuq kallpa tarikun, qhapaq yachay, kallpa ñawpaq yachaywanpuni.","En todas las mujeres se encuentra una fuerza poderosa, una riqueza de instintos, fuerza y ​​una antigua sabiduría eterna."
C212,212,Oración,S,Huk mana pagaspalla yachay ñawpaqman puriytan yanapan sapa p´unchay llakikuytataq chinkachipun.,Una beca proporciona oportunidades para el desarrollo del talento y elimina las preocupaciones diarias.
C213,213,Oración,S,Runaq ruwakuyninqa killapi runa purisqanmi.,El vértice de la realización humana es el hombre que caminó sobre la luna.
C214,214,Oración,S,Khuyayqa procesiónhinan; huk ratulla.,La tristeza es como una procesión; Siempre pasa.
C215,215,Oración,S,Wayna sipaslla kayqa manan ima millaykunatapas sonqonchispi kachinachu. ,El secreto para permanecer joven es abstenerse de sentir cosas que no nos sientan.
C216,216,Oración,S,Wiksa allin kayqa saphin llapan imapas allin kananpaq.,El placer del estómago es la base y la raíz de todo bien.
C217,217,Oración,S,Llank´ana sapankaq kawsaynin kasqanpi churayqa kusikuypaqpunin allin kan.,Un equilibrio entre el trabajo y la vida personal es la clave de la felicidad.
C218,218,Oración,S,"Melonpaq mishk´iynin weqiynin, huk ruphay p´ucaypi mikhusqaqa, sumaqpunin kunkapaq kanqa.","El sabor de un melón jugoso y dulce, comido en un día caluroso, asegura un deleite real para el paladar."
C219,219,Oración,S,Mana sasa ruwaykunaqa maynillanpin ruwakun.,Las cosas simples son siempre las más inusuales.
C220,220,Oración,S,"Sasan wak runakunaq llallisqanpi kusi tariyqa, ichaqa ancha kusikuyta llalliy apamunman.","No es fácil encontrar satisfacción en las victorias de otras personas, pero puede brindar tanta alegría al ganar."
C221,221,Oración,S,"Manan qhepata kutiyta atikunñachu, ichaqa allin ñawpaqman puriytan tarina. ","Ya que es imposible volver atrás, se debe encontrar la mejor manera de seguir adelante."
C222,222,Oración,S,Poqosqa franbuesakunaq mishk´in chay asnayninwan haqay q´oñi mit´aq sukrankunata yuyarichin.,La dulzura de las frambuesas maduras y ese olor singular recuerda las tardes de verano.
C223,223,Oración,S,Luruqa rimanman rimaykunata mana runaq rimasqanta ima. ,Un loro puede incluso decir palabras que un humano no repetirá.
C224,224,Oración,S,Ñawpaq ruwayqa kikin ruwaqpaqpunin sapallanpuni utaq musuqyarichiy kamaq yuyaysapa yuyanninin.,Una patente protege el logro original y único o la innovación que es el resultado del genio creativo de la mente del inventor.
C225,225,Oración,S,"Huk millay runaqa kan, ishkay millaymanta, ishkayninta akllan.","Un pesimista es alguien que, eligiendo entre dos males, elige ambos."
C226,226,Oración,S,"Qolqe waqaychanapaqqa, rantisqanchiskunata allinta qhawana.","Para tener ahorros, debemos equilibrar nuestro presupuesto."
C227,227,Oración,S,"Huk wata qhepaman llank´asqanmanta, Anne rintiqpa pusaqnin tukupun.","Después de trabajar durante un año, Anne se convirtió en el asesor principal del cliente."
C228,228,Oración,S,Musoq mashkaymi nin sapa kuti pisi runan yayaq wasinman rinku.,La investigación más nueva confirma que cada vez menos personas asisten a la iglesia.
C229,229,Oración,S,Ayakuna atawikunapi churasqa kasqaku Egipciokunaq ruwasqanmi kasqa.,Las momias fueron colocadas en tumbas y fueron hechas por egipcios.
C230,230,Oración,S,"Wañuypipas,  allinpunin huk khumpayuq kay yachayqa.","Incluso ante la muerte, es bueno saber que tienes un amigo."
