ID,N°,Tipo,T,Quechua ,Traducción (español)
B156,156,Oración,S,Mishk'i ruruq sach'akunaqa qowi akachawan wanuchasqan mishk'illataña rurun,Las plantas fortaleciéndose con estiércol del cuy dan buenos frutos.
B157,157,Oración,S,Paqarinmi cebadata kuchuchisun,Mañana haremos segar la cebada
B158,158,Oración,S,"Wik’uñataqa manaraq paray pacha qallarishaqtinmi rutuna, chaymi millwanqa usqhaylla kutimunqa.","Las vicuñas deben ser esquiladas antes de la época de lluvias, a fin de que su lana retoñe pronto."
B159,159,Oración,S,Sapanka wawan ishkay chakiyuq hinallataq ishkay makiyuq,Cada niño tiene dos pies y dos manos.
B160,160,Oración,S,Phiña  papallata mikhunki chayqa wiksaykin qolqolyan,"Si comes solamente papa amarga, te suelta el estómago."
B161,161,Oración,S,Atiyniyuq inkaq warminqa qoyan kasqa,La esposa del todopoderoso Inca fue la coya.
B162,162,Oración,S,Kay q'aytuta ishkay ishkaymanta kuruy,Ovíllame este hilo poniéndolo de dos.
B163,163,Oración,S,Qasasqa ch’uñutaqa allinta saruspa ch’akichina; murayataqa mana sarunachu.,La papa helada se pisa y se hace secar para obtener un buen chuño͖ en cambio la moraya no se pisa.
B164,164,Oración,S,Ichaqa puñuspaqa mana imata ruwaspan samanchis,En cambio al dormir y no hacer nada descansamos
B165,165,Oración,S,Runakunaqa kallpawan otaq umalawan llank'aspapas pisipanchismi,"Sea con un trabajo intelectual o con un trabajo físico, los hombres siempre nos cansamos"
B166,166,Oración,S,Iskay sikyaqa huk rikram.,Dos varas constituyen una brazada
B167,167,Oración,S,Chumpi watutaqa tawa q’aytumantan otaq aswan mas ashkhamantapas q'eshwakunmi,Los pasadores de las fajas pueden trenzarse de cuatro o de más hilos.
B168,168,Oración,S,Ñawpa warmi qharikunaqa ashka simp´ayuqsi kasqaku,"Los antiguos Canas, hombres y mujeres, dicen que usaban varias trenzas."
B169,169,Oración,S,Huñunasqa rimaypiqa soqta simikuna tarikun.,la oracion esta formada por ocho palabras
B170,170,Oración,S,"Waskhakunata mañariway, sach’akunatan wit'usaq.","Voy a tumbar árboles, préstame sogas."
B171,171,Oración,S,Alqokunataqa washkhawanmi seq'ona,Al perro se le ahorca con una soguilla
B172,172,Oración,S,Siwara aqhaqa allinpunin ch'akiypaq,La chicha de la cebada es muy buena para apagar la sed
B173,173,Oración,S,Such’iq qaranqa wirallaña,La piel de los bagres es grasosísima
B174,174,Oración,S,Mistikunaqa sunkhasapapunin kanku.,Los mestizos generalmente son barbudos
B175,175,Oración,S,Chay rimasqan hawa maqanaykukunku,Por motivo de ese comentario se pelearon
B176,176,Oración,S,Huk tawa k’uchuqa tawa k'uchuyuqmi,Un cuadrado tiene cuatro lados
B177,177,Oración,S,"Chirapa niypas, k’uychi niypas kaqllan","Da lo mismo decir chirapa o k’uychi, ambos significan el arco iris"
B178,178,Oración,S,Wanutaqa phishqa llamakunapin chakraman apasun,El abono vamos a trasladar a la chacra en cinco llamas
B179,179,Oración,S,Paqarinmi sunkhaytaqa rutukusaq,Mañana me afeitaré los bigotes
B180,180,Oración,S,"Sanki ruru pallaypas, mikhuypas sasallañan",El cosechar como el comer sanqui es diİcil
B181,181,Oración,S,Llaqta amachaqpa llank'ayninta atiwaqmi mañakuyta,Tiene derecho a solicitar un abogado de oficio
B182,182,Oración,S,Amachakuqkunaq llank'ayninqa mana qolqellapaqmi,El abogado de oficio es gratis
B183,183,Oración,S,Manan amachaqman qopunaypaq qolqey kanchu,No tengo dinero para pagar un abogado
B184,184,Oración,S,Antarata waqachispam saqra tusuytaqa tusunku,La diablada la bailan tocando la zampoña
B185,185,Oración,S,Kuraq wawqeykiman kay qhelqata aparuy,"Por favor, llévale este escrito a tu hermano mayor"
B186,186,Oración,S,Chakrayuqmi llank'aqninkunamanqa hunt'asqa papapi qopun,Cada dueño de chacra paga al guardián un camellón de papas
B187,187,Oración,S,Wakaq ch'unchulninkunata churaspan atoqtaqa hap'inku,Colocando las tripas (del ganado) en las trampas se coge al zorro
B188,188,Oración,S,Ayataqa nishuta waqayuspan aparqapunku,Llorando mucho se llevaron al cadáver
B189,189,Oración,S,Challwa aychaqa ancha misk’ipuni,La carne del pescado es muy deliciosa
B190,190,Oración,S,Noqaqa Kiswar Pampa ayllumanta kani,Yo soy de la Comunidad de Kishuar Pampa
B191,191,Oración,S,Runakunaqa runakuna kanku runakuna kaynillankupi.,Los humanos son humanos solo en condiciones humanas.
B192,192,Oración,S,"Anestesiapi, huk runa purin huk ch´usaq segundupi, mana imatapas llaminchu, mana imapipas musphanchu, mana imatapas yachanchu","Bajo anestésico, un hombre se desplaza por una fracción de segundo en un vacío, sintiendo nada, pensando en nada, sin comprender nada."
B193,193,Oración,S,"Manan sasachakuytachu mashkashani, sasachakuymi noqata tariwan.",No estoy buscando problemas; Los problemas por lo general me encuentran.
B194,194,Oración,S,"Chinkasqa runan kani; Allin yuyayniyuqmi  kallpayuqmi karani, ichaqa manan imatapas llaqtapaq ruwaranichu","Soy un hombre/mujer perdido(a); Tuve enormes capacidades y energía, pero no hice nada por la civilización."
B195,195,Oración,S,Rakisqa cuadruta qhawasunchis,Miremos el cuadro de distribución
B196,196,Oración,S,Raphi watuchi millay q´aya hamuqta nisqa; wasi qhepallapi wañuyqa pakakushan,Las cartas del Tarot se dispusieron en una profecía ominosa; La muerte se esconde a la vuelta de la esquina.
B197,197,Oración,S,Kay tikapa chirunkunata yupay,Cuenta los lados de este rectángulo
B198,198,Oración,S,Sapa hatun sasachaykuna manas sasa ch´uyanchaychu yaqa llapanqa manan cheqaqchu.,Cada problema complicado tiene una solución simple y la mayoría de las veces es incorrecta.
B199,199,Oración,S,"Kawsaywan sasachakuyqa manan ruway kanchu, ñawpaqtan allin cheqaqtapuni ruwana.","El problema con la vida es que no hay práctica, tiene que tomarlo en serio la primera vez."
B200,200,Oración,S,"Macbeth, Duncanta sipispa, pisita sonqon churasqanta mana kasusqachu.","Macbeth, matando a Duncan, abusó de su confianza un poco."
B201,201,Oración,S,Sichus runa mana ayllunwan unay kan chayqa manan allin runachu kan.,El hombre que no pasa tiempo con su familia nunca será un verdadero hombre.
B202,202,Oración,S,Kay mirachiypa yarquyninqa ch'usaqmi,El resultado de esta multiplicación es cero
B203,203,Oración,S,¿Pitaq tawa ñeqenpi chayaran?,¿Quién llegó en cuarto lugar?
B204,204,Oración,S,Rimayniyqa aswan thak runakunatan pisipachin.,Mi verbosidad desalienta incluso a la gente más paciente escuchándome.
B205,205,Oración,S,"Pacha q´oñiriyqa, pacha kuyuyqa llapan kawsayninchispaq manapunin allinchu kanman.",Los cambios climáticos y los cataclismo asociados pueden ser una amenaza potencial para la estabilidad de todas nuestras vidas.
B206,206,Oración,S,Tawa k'uchukunata yupariy,Cuenta los cuadrados
B207,207,Oración,S,"Manan yacharanichu pitanakunaq wañuyman apasqanta, sapap´unchay.","No tenía idea de que los cigarrillos lo estaban acercando a la muerte, día a día."
B208,208,Oración,S,¿Hayk´a tawa k'uchukuna tatkiyuqtaq kay hallp´a?,¿Cuántos metros cuadrados tiene el terreno?
B209,209,Oración,S,"Warmikunawan manan imaynata rimayta atinichu, chayqa manan hayk´aqpas aylluyuq kasaqchu.","No sé cómo hablar con las mujeres, así que nunca comenzaré a una familia."
B210,210,Oración,S,Runaqa manan hayk´aqpas kaqninwan  hunt´asqachu kashan ,Uno nunca está satisfecho con lo que uno tiene.
B211,211,Oración,S,Llaqtaq punkuntan procesión ritualqa purisqa waqaqkunaq chawpinpi maqaqkunaq ch´aqwanwan.,La procesión ritual pasó la puerta de la ciudad en medio de los lamentadores y los aullidos de los flagelantes.
B212,212,Oración,S,Payqa huk simanatan onqosqa kasqa sapa p´unchay puriqtin aswanta onqoyapusqa.,Ella había estado enferma por una semana y se sentía peor con cada día que pasaba.
B213,213,Oración,S,"Pay mana munasqachu unu ukhiyayta, kurpun pasaqta sayk´usqa.","Él se negó a beber líquidos, causando un agotamiento extremo de su cuerpo."
B214,214,Oración,S,Alfabetización Poloniapi manan kay watakunapi t´ikrakunchu.,El nivel de alfabetización en Polonia no ha cambiado en los últimos años.
B215,215,Oración,S,Cheqaq wakcha kayqa huk runta t´ikranmanmi manataq khuyapayanmanchu wakinkunata.,La verdadera pobreza puede cambiar a una persona y privarlo de compasión por otros seres.
B216,216,Oración,S,"K´uychichay p´unchayqa, Alexa chunka urasmi puñuran mishk´illatan mikhuran.","Los sábados, Alexa durmió durante diez horas y comió solo dulces."
B217,217,Oración,S,"Maqanakuypi, mana allin kayqa ishkayninpin sasachay kashan.","En disputas, la falla generalmente se encuentra con ambos lados del conflicto."
B218,218,Oración,S,Huk ritratuta qhawani pampapi yana qocha yawarmanta qhawakun.,Veo una fotografía que muestra un charco oscuro de sangre en la acera.
B219,219,Oración,S,Llaqta ukhupi ashkha suwakuna kan celularkunata suwanku.,En la ciudad hay muchos ladrones que roban celulares.
B220,220,Oración,S,Juanpa wasinpi huk erqe sapa p´unchay waqan.,En la casa de Juan hay un niño que llora todo los días.
B221,221,Oración,S,Llaqta ayllukuna sapa kuti rimapakunku ruwayninkumanta.,Las comunidades campesinas siempre estan reclamando por sus derechos.
B222,222,Oración,S,Ñankunapi tiyaq runakuna chaka ukhupi puñunku sapa tuta.,Los indigentes duermen debajo de los puentes todas las noches.
B223,223,Oración,S,Ñawsa runakuna ñanta chimpanapaqqa sasachakunkun,Las personas invidentes tienen dificultad para cruzar la pista.
B224,224,Oración,S,Sapa tuta kanmi runakuna tusuq lloqsinku hinaspa ch´awata ruwanku,Todas las noches hay personas que salen a divertirse y hacen escándolos en las calles.
B225,225,Oración,S,Sapa p´unchay hampina wasipi onqosqa runakuna wañunku.,Todos los días en el hospital hay personas enfermas que mueren.
B226,226,Oración,S,Erqekunapas anchatan chhulliwan ratachikushanku.,Tambien los niños se estan contagiando mucho con la gripe.
B227,227,Oración,S,"Runakuna mana mikhuna mikhunankupaq kanchu, ñanpin qolqeta mañakunku.","Las personas que no tienen comida para comer, usualmente piden dinero en la calle."
B228,228,Oración,S,Hampiqkuna ñan sayk´usqaña kanku chanin onqoqkunata hampispa.,Los médicos ya estan cansados de atender a tantos enfermos por la pandemia.
B229,229,Oración,S,Hampiq yanapaqkunaqa onqosqa machuchakunata payachakunata yanapanku mayninpi wañupunku.,Las enfermeras atienden a los abuelitos muy enfermos que aveces se mueren.
B230,230,Oración,S,Ashkha erqekunan kan sichus mana allinta qhawanku chayqa chinkapunkun mana hayk´aqpas tarinkuchu.,Hay muchos niños que sino los cuidan bien simplemente se pierden y nunca lo encuentran.
