ID,N°,Tipo,T,Quechua ,Traducción (español)
F156,156,Oración,S,Nak’asqa wallpaq kunkanmanta yawarqa ch’ikllimuran,La sangre de la gallina degollada sale a borbotones.
F157,157,Oración,S,Mana allin allwisqa llikllaqa ch’ullpasapam lloqsin.,Las mantas mal urdidas salen con las esquinas disparejas.
F158,158,Oración,S,¿Maypitaq unucha kanman?,¿dónde habrá agua?
F159,159,Oración,S,Noqaqa kani Kiswar Pampa ayllumanta͘,Yo soy de la comunidad de Kishuar Pampa
F160,160,Oración,S,"Runaqa ch’uyapi kawsakuna, mana piwan cheqninakuspa.",La gente debe vivir limpia de toda culpa y sin odio
F161,161,Oración,S,Chay alqoykiqa wak t’oqomanmi uñankunata astarqusqa͘,Esa tu perra habşa trasladado sus crşas a otra madriŐuera.
F162,162,Oración,S,Hamak’uqa uywakunaq yawarninta ch’unqaspa tulluyachin.,La garrapata enflaquece a los animales chupándoles la sangre
F163,163,Oración,S,Mana pichasqa wasipi tiyaq wallpaq k’akaranpiqa yanaraq ithapas tiyaykusqa.,En la cresta de las gallinas que viven en casas sucias se alojan muchos pulgones.
F164,164,Oración,S,Wawakunaqa abejaq mishk'intan orqomunku,Los niños recogen miel de abeja de los panales.
F165,165,Oración,S,Misk’i yawarniyuq runakunas llakuntaqa q’aymallataraq mikhunanku.,Los diabéticos deben consumir llacón no muy maduro.
F166,166,Oración,S,Tunas raphipi tiyaq uruchawanqa ñawray puka llimp’ikunata tullpunku.,Con el insecto de la tuna llamado cochinilla se tiñe toda la gama del rojo.
F167,167,Oración,S,Yawarta thoqaq runaqa tisi onqoywanmi kashan,La persona que al toser esputa sangre seguro que tiene la tuberculosis.
F168,168,Oración,S,Q’ayma yawarniyuq runaqa sut’illa q’ello q’ello uyayuq.,La gente anémica es fácil de reconocerla. Ellos tienen la cara de color amarillento.
F169,169,Oración,S,Chay runaqa yawar masiymi,Esa persona es mi pariente
F170,170,Oración,S,Atoq supayqa huk p’asñachatas q´oturusqa,Dicen que el zorro endemoniado había engañado a una muchachita
F171,171,Oración,S,Payqa mamaypa sullk’a kakanmi.,El es el tio menor de mi madre.
F172,172,Oración,S,"Chay uñaqa waqrakunmi, sumaqllata apamunki","Esa vaquillona suele cornear, vas a arrear con cuidado"
F173,173,Oración,S,Manan desodorantita oqariranchu paypa asnaynillantan munaran.,No usó desodorante porque le gustaba su olor natural.
F174,174,Oración,S,"Manan yachanichu imanaqtinmi, musqhoyniykunaqa manan cheqtachu ruwakun.","No sé por qué, pero mis sueños nunca se hacen realidad."
F175,175,Oración,S,"Huk qhopo kurpunchispi hatariqtinqa, llapan kurpumanmi mirarinqa.","Un tumor que se desarrolla dentro de nosotros, comenzará a extenderse por todo el cuerpo."
F176,176,Oración,S,,La indiferencia a menudo es más dañina que la antipatía abierta.
F177,177,Oración,S,"Unaymi yaqa kushka tiyarayku, mana nishutachu tarinakuspa.","Hemos estado viviendo uno al lado del otro por algún tiempo, sin encontrarnos con demasiada frecuencia."
F178,178,Oración,S,"Lloq´e makipi susunkhay, sonqo phatakiy qallariymi kanman.","Un estremecimiento en la mano izquierda, podría ser el primer síntoma de un ataque al corazón."
F179,179,Oración,S,"Karru urmasqanpin qosan wañuran, chaymi Klara mana karruta apayta atinchu.","Dado que su marido murió en un accidente automovilístico, Klara no puede manejar."
F180,180,Oración,S,"¡Haqay tutapi, pay wañusqa aychakunata mikhushasqa!","¡Allí en la noche, el estaba comiendo carne de cadáveres!"
F181,181,Oración,S,Kamachikuq sapanga karrupi puriq runakunata waqhasqa manañan hayk´aqpas kutimusqakuñachu. ,El personal llamó a cada uno de los pasajeros y ya no regresaron jamas.
F182,182,Oración,S,Chunka phishqayuq erqe kinkin hisp´ana wasinpi seq´orukusqa.,El niño de 15 años se ahorcó en la ducha en su propio baño.
F183,183,Oración,S,Machasqa runa tranvía nisqaman waykuqtin pasaqta asnasqa.,El borracho que entró en el tranvía emitió un olor terrible.
F184,184,Oración,S,Machasqa runa pasaqta maqasqa chunka ishkayniyuq warmi erqeta runakunaq pasanan ñanpi.,El hombre borracho golpeó fatalmente a una niña de siete años en el cruce peatonal.
F185,185,Oración,S,"Ch´eqmiqa mayqin runaq kawsaynintapas tukurachinmanmi, mana huchayuq kaqtapas.","Un rumor puede acabar con la carrera de cualquiera, incluso si no es culpable."
F186,186,Oración,S,"Hawa runakunaq karrunkuna urmayusqan qhepamanqa, runakunaq qapariyninmi uyarikuran. ","Después de la catástrofe de autobuses turísticos, se podían escuchar los gritos de las víctimas."
F187,187,Oración,S,"Urmaykusqay qhepamanqa, waqtanniy tullu p´akisqa, ishkaynin wich´uy, umay p´akisqa kasqa.","Después del accidente, me diagnosticaron una fractura espinal, ambas tibias rotas y una fractura de cráneo."
F188,188,Oración,S,"Manan huk simanapi maqchikusqachu, imachá pasasqa.","No se había bañado en una semana, algo estaba pasando."
F189,189,Oración,S,Droga qhatuyqa mafiaq  allin qhawasqanmi kashan ashkha runaq kawsaynintan pantachin.,El contrabando de drogas está completamente controlado por la mafia y ha arruinado la vida de muchas personas.
F190,190,Oración,S,Pasaq millaypunin manan pimanpas qokunchu maqanakuypi runakunaq wañusqan.,Es aterrador que básicamente a nadie le importe las víctimas inocentes de la guerra.
F191,191,Oración,S,Wañuyniypa yuyaynin qatipawan.,La conciencia de mi propia muerte me persigue.
F192,192,Oración,S,"Sarataq apiyarunman, apuraylla imawanpas taparuy","Ese maíz puede mojarse, tápalo por favor con algo"
F193,193,Oración,S,Ayataqa aya p’ampana pampamanñam apapunku,El cadáver ya lo llevaron a la pampa del cementerio
F194,194,Oración,S,¿Sipisqachu wañun icha ima sasachaypichu wañun?,¿Ha sido un homicidio o un accidente?
F195,195,Oración,S,"Pedro Ordoñezta, maqawasqanmanta denuncia churayta munani",Quiero denunciar a Pedro Ordoñez por agresión
F196,196,Oración,S,¿Hayk'a qolqetan suwakuranku?,¿Cuánto dinero le fue sustraido?
F197,197,Oración,S,¿Hayk'aqtaq suwakusqanta watupakuran?,¿Cuándo se dio cuenta del hurto?
F198,198,Oración,S,Wasiyman chayaspanan yachakurani,Me di cuenta cuando llegué a mi casa
F199,199,Oración,S,Ishkay mama reqsisqan lliwta rikusqa,Dos mujeres desconocidas vieron todo
F200,200,Oración,S,Mana imatapas pakanichu hampiq,No escondo nada doctor
F201,201,Oración,S,"Ari, qosaymi niwan ama imatapas ninaypaq","Sí, mi esposo me ha dicho que no diga nada"
F202,202,Oración,S,Tapunqakun imaynas kasqanta willananpaq,Le harán preguntas para que explique lo que sucedió
F203,203,Oración,S,¿Suwakuna imayna kasqanta ninkimanchu?,¿Puede describir a los ladrones?
F204,204,Oración,S,¿Imaynataq hatun taytan p'achasqa karan?,¿Cómo estaba vestido su abuelo?
F205,205,Oración,S,Paña makinpi k'illa kachqa,Tenía una cicatriz en el brazo derecho
F206,206,Oración,S,Hukninmi kuraq hinallataq wira karan,Uno era mayor y más gordo.
F207,207,Oración,S,¡Ususiytan qosan maqarapuran!,¡Mi hija ha sido agredida por su esposo!
F208,208,Oración,S,"P’achaykipas, sapatupas, makillaykipi kachun.","Tenga a la mano ropa, zapatos"
F209,209,Oración,S,¿Kanchu mayllamanpas ripunaykipaq?,¿Tiene usted otro lugar a dónde ir?
F210,210,Oración,S,¿Wasiykimanta lloqsinanta munankichu?,¿Quiere usted que se vaya de su casa?
F211,211,Oración,S,Millay onqoykunaqa mana pipas yachasqallanmi mirarin.,Las peores enfermedades son aquellas que se desarrollan sin que nadie lo sepa.
F212,212,Oración,S,Millaypunin sichus imatapas runa ruwan huchayuqhina qhawakun.,Es horrible cuando una persona hace algo que lo hace sentir culpable.
F213,213,Oración,S,"Toqti erqekunapi musphayqa, khuyaypunin.",Pensar en niños que están enfermos de malnutrición es verdaderamente deprimente.
F214,214,Oración,S,Runata t´aqana mana huñuyninpi kasqanmanta chayqa ancha khuyaypunin.,Descartar a la gente simplemente porque no pertenecen a su grupo es triste.
F215,215,Oración,S,Wañuytaqa llallipankin ichaqa kawsasqa kasparaqpis.,Hay una especie de muerte que enfrentas incluso mientras vives.
F216,216,Oración,S,Kanmi huk p´unchay waqanallaykipaq.,Existe un día en el cual solo tienes que llorar.
F217,217,Oración,S,Millay mosqhoyniykun kanki manan imatapas ruwayta atiykuchu.,Eres nuestra peor pesadilla y no sabemos qué hacer.
F218,218,Oración,S,Runakunaqa phiña kaspa manan waqankuchu ichaqa manchakuymataqa.,"La gente generalmente no llora cuando están molestos, sino cuando están asustados."
F219,219,Oración,S,Wayllusqanchis runakunaqa manan wañunankuchu.,Las personas que amamos no deberian morir.
F220,220,Oración,S,Waqay ñawinchisman hamun sichus sumaq allin noqanchispaq karqan chayqa.,Las lágrimas vienen a nuestros ojos cuando perdemos algo que es importante para nosotros.
F221,221,Oración,S,Mosqhoyninchis wakchayan sichus kikillanta ruwanchis.,Un signo del empobrecimiento de la imaginación es la absurda repetición.
F222,222,Oración,S,"Qosan mana warminpa mikhunta munanchu, nishu wiran nispa. ","El marido no permite que su esposa coma, afirmando que ella es demasiado gorda."
F223,223,Oración,S,Qosan warminta maqasqa q´oñi papakuna manan tuta mikhunapi  qarakusqanmanta.,El marido golpeó a su esposa porque las papas calientes no se sirvieron con la cena.
F224,224,Oración,S,Noqanchispaq llaqtaqa pasaq millaytan asnashan.,Las ciudades estaban llenas de un hedor inimaginable para nosotros.
F225,225,Oración,S,Llapan qolqeymi suwasqa kunantaq manan imatapas ruwayta atinichu.,Mis últimos centavos fueron robados y ahora no se que hacer.
F226,226,Oración,S,"Manan llapantachu cancerniymanta qonqani, manaraqmi llakiyta chaskinichu.","No me olvido por completo de mi cáncer, porque aún no acepto mi tristeza."
F227,227,Oración,S,Millay yuyay nini wayllusqayki runapi mana sonqota churaymi,El peor sentimiento que puedo imaginar es no confiar en la persona que más amas en el mundo.
F228,228,Oración,S,Manan millay  imapas kanchu aswanpas wasipi onqosqa runahina.,No hay nada peor que un hombre enfermo en casa.
F229,229,Oración,S,Manan kanchu imapas millay kinray ñanpi sinchi ch´aqwahina kaqtin,No hay nada peor que el ruido monótono e intenso que se produce cerca de una carretera.
F230,230,Oración,S,Manan imapas millay kanchu pisi pisimanta wañuyhina.,No hay nada más horrible que una muerte agonizante.
