ID,N°,Tipo,T,Quechua ,Traducción (español)
H057,57,Oración,S,Takiqkuna llaqtapi paqarin takinqaku,El conjunto musical tocará mañana en el pueblo
H058,58,Oración,S,Orqopi uywankunata michin,Pastea sus animales por el cerro
H059,59,Oración,S,Yanapasqayki,Te ayudaré
H060,60,Oración,S,Yuraq palomaqa chaypin kashan,Allí está la paloma blanca
H061,61,Oración,S,Payqa allin runan,Él es un buen hombre
H062,62,Oración,S,Papakunata wayk'usunchis,Vamos a cocinar papas
H063,63,Oración,S,"Arequipapin tiyani, kaymanta kani.","Vivo en Arequipa, soy de aquí."
H064,64,Oración,S,"Kay llaqtapi runakunaqa, wayra killapin hukllachakunku",En esta comunidad la gente se casa en el mes de agosto.
H065,65,Oración,S,Chay qochaq sutinqa Titikakan,Ese lago se llama Lago Titicaca
H066,66,Oración,S,Allin p´uyñukunataqa Machaqmarka llaqtapin ruwanku,Unas buenas tinajas elaboran en el pueblo de Machacmarca.
H067,67,Oración,S,Hallp´a mankapi mikhuna wayk´usqaqa mishk'illaña,Las comidas cocinadas en ollas de barro resultan muy sabrosas.
H068,68,Oración,S,Kusisqan kawsana,Vivamos felices
H069,69,Oración,S,Killachay p'unchawpin Pisaq llaqtapi qhatuykuna apakun,En el pueblo de Pisaq hay una gran feria dominical.
H070,70,Oración,S,Munayta riman,Habla lindo
H071,71,Oración,S,Arequipamantan kani,Soy de Arequipa
H072,72,Oración,S,Qan Lima llaqtapi kashanki,Tú estás en Lima
H073,73,Oración,S,Tayta intin sumaqta akchiyninwan k'anchaykuwanchis,El padre sol nos ilumina con su luz
H074,74,Oración,S,Sumaq intiraymi p'unchay,Feliz fiesta del sol
H075,75,Oración,S,Raymipi ashkha warmim kan.,En la fiesta hay muchas mujeres
H076,76,Oración,S,Qolla poqoy killapin kiwnaq q'omer rap'inkuna pallakun,Las hojas tiernas de la quinua se recogen en enero.
H077,77,Oración,S,Noqa huk karruta rikushani,Yo estoy viendo un carro
H078,78,Oración,S,Qan chocolateta munanki,Tú quieres chocolate
H079,79,Oración,S,Manan sasawanchu phishqa ñeqenmanta soqta ñeqenman wasapasaq,Pasaré sin mayores dificultades del quinto al sexto grado.
H080,80,Oración,S,Ñawpaqta rikch'arin,Despertó antes
H081,81,Oración,S,Kayqa huk watuchin,Esta es una adivinanza
H082,82,Oración,S,Kunkantan llamipayakun,Se le acaricia el cuello
H083,83,Oración,S,Chaninta imatapas ruwan,Él que obra correctamente
H084,84,Oración,S,Simi hunt’achiq,Él que completa la palabra
H085,85,Oración,S,Noqan millmata phushkani,Yo hilo la lana
H086,86,Oración,S,Runtuq yuraqllanta yuraq phosoqu kanankama qaywina,Bate la clara de este huevo hasta que tome el punto de nieve
H087,87,Oración,S,Estofadopaqqa rakhu rakhullatan papata sanawriata muyupi kuchuna,La zanahoria como las papas se rebanan en rodajas para cocinar el estofado.
H088,88,Oración,S,Sumaqllata yarqha patanta mana pukllaspalla hamunqa mana urmaykunapaq,"Vendrán con cuidado y sin jugar por la orilla de la acequia, no vaya a ser que se caigan"
H089,89,Oración,S,Rimasqaytam ch´uyanchasaq,Lo que he dicho voy a aclarar
H090,90,Oración,S,Huk willakuyta qhelqashani,Estoy escribiendo un cuento
H091,91,Oración,S,Kay willakuyqa hukpa nisqanmi,Es información de segunda mano
H092,92,Oración,S,Noqan wasanchasaq,Yo voy a negar
H093,93,Oración,S,Willakuyta ñawinchan,Lee el cuento
H094,94,Oración,S,Qhelqaqa yuyaykunata qhelqanapaqmi allin,La escritura sirve para escribir ideas
H095,95,Oración,S,Huñunasqa rimaypa sonqonchayninqa ima ruwayninmi,El predicado es un elemento de la oración
H096,96,Oración,S,Wawachaykiqa allintañan rimashan,Tú hijita ya está hablando bien
H097,97,Oración,S,Imapas aynillan,Todo es recíproco
H098,98,Oración,S,Kusikunapaq ruwaykunatan kunan ruwasunchis,Ahora haremos un drama
H099,99,Oración,S,Payqa sumaqtan takin,Ella canta hermoso
H100,100,Oración,S,Willakuykunaqa tukuymanta rimariqmi,Los cuentos son textos narrativos
H101,101,Oración,S,Imakuna pasasusqaykimanta qhelqatan ñawinchanki,Vas a leer el texto anecdótico
H102,102,Oración,S,¿Wayrari kallpayuqchu?,¿El viento tiene fuerza?
H103,103,Oración,S,Imapas allillanmi kanqa,Todo va a estar bien.
H104,104,Oración,S,Wasiypin aylluywan kushka karani,Estaba en mi casa con mi familia
H105,105,Oración,S,Añanchaykiqa allinmi karan,Tu agradecimiento estuvo bien
H106,106,Oración,S,Ishkaychasqa saraqa allin kawsaytan apamuwanchis,El maíz emparejado nos trae buena vida
H107,107,Oración,S,Runakunaqa chinlinyaq alakhayuqkunan tusunku,Las personas danzan con cascabeles
H108,108,Oración,S,Ch’illikuchaqa q’omir raphikunata mikhuspa kawsan,El grillo vive alimentándose de hojas verdes
H109,109,Oración,S,Yana ch’umpi kawallutaqa alasan ninku,Al caballo marrón oscuro le dicen alazán
H110,110,Oración,S,Rakhu p’achaqa chirimanta kurkunchista hark’an,La ropa gruesa protege nuestro cuerpo del frío
H111,111,Oración,S,P’unchawniykipiqa kusisqallaña kanaykitan munani,Deseo que pases tu cumpleaños contento y feliz
H112,112,Oración,S,Noqaqa yachachiqniypa llapa rimasqanpi iñini,Yo creo en todo lo que dice mi profesor
H113,113,Oración,S,Iphu parachaqa chakrakunata munayta wiñachin,La garúa beneficia muchísimo a las chacras
H114,114,Oración,S,Chiri uchu mikhuypiqa kaw kaw churasqa kanpunin,El chiri uchu siempre lleva menudencia de res
H115,115,Oración,S,Kullkuqa sach’a patakunamanta munayta takimun,La paloma torcaz canta melodiosamente desde los árboles
H116,116,Oración,S,Kuraq turayqa Qosqopi llank’an,Mi hermano mayor trabaja en el Cusco
H117,117,Oración,S,Makiypi k’irichayqa ña thanishanña,La herida de mi mano ya está cicatrizando
H118,118,Oración,S,Yachay sapa wawakunaqa manan hayk'aqpas yarqaytaqa muchunqakuchu,Los niños sabios nunca jamás sufrirán hambre
H119,119,Oración,S,K’usilluchaqa wawakunaq tukuy ima rurasqanta yachapayan,El monito imita todo lo que hacen los niños
H120,120,Oración,S,Chay erqeqa asiqllaña,Ese niño es gracioso
H121,121,Oración,S,Pusaq killayuq wawaqa lat’akachanñan,Los bebés de ocho meses ya gatean
H122,122,Oración,S,Puka layuq saphinqa allinmi ukhu onqoymanta hampiwananchispaq,La raíz del trébol rojo es buena para curar la tos
H123,123,Oración,S,Wawakunaqa waylichaq mishk’itan huñumunku,Los niños recogen miel de abeja
H124,124,Oración,S,Wawakunaqa ishkay ishkaymanta tusunku,Los niños se emparejan para bailar
H125,125,Oración,S,Riksisqaykunaqa llapanmi hawa llaqtakunapi llamk’aq yachachiqkuna kanku,Todos mis amigos son profesores que trabajan en el medio rural
H126,126,Oración,S,Noqaqa tayta mamayta anchata munakuni,Yo amo muchísimo a mis padres
H127,127,Oración,S,Chinchiru llaqta warmikunaqa munay muntirakunawan churakun,Las mujeres del pueblo de Chinchero usan bonitas monteras
H128,128,Oración,S,Chay munayqa anchaqa allinmi,Este es un buen sueño
H129,129,Oración,S,Chay paqo uma mamakunaqa allin hampiq warmin,Esa abuelita de cabellos canos es una muy buena curandera
H130,130,Oración,S,Alqo uñaqa qanchis p’unchawmantam ñawinta kichan,Los cachorritos de perro abren los ojos a los siete días
H131,131,Oración,S,Qhachunniyqa sumaq alakhayuqkunatan llikllata awan,Mi nuera teje mantas con bonitos diseños
H132,132,Oración,S,Kunturpas q’intichapas rapranta chapchispapuni hanayninta phawanku,El cóndor y el picaflor vuelan siempre agitando sus alas
H133,133,Oración,S,Warmi wawayqa ancha sumaq sonqo sipaschan,Mi hija es de un corazón noble
H134,134,Oración,S,Allin ruwasqa wasiqa manan thunikunkuchu,Las casas con buena cimentación no se derrumban
H135,135,Oración,S,Paqarinmi mamayqa ponchu awayta tukunqa,Mi mamá mañana terminará de tejer el poncho
H136,136,Oración,S,Sipaskunaqa sumaq t’ipanakunawanmi alayrilla llaqtata rinku,Las jovencitas van al pueblo exhibiendo sus mejores prendedores
H137,137,Oración,S,Hanaq pachaqa wichaypi kashan,El cielo está arriba
H138,138,Oración,S,Wasi masiykuq ususichanmi kan,Nuestro vecino tiene una hijita
H139,139,Oración,S,Mikhuspam asikunki,Te ríes comiendo
H140,140,Oración,S,Noqa chunka watayuqña kani,Yo ya tengo diez años.
H141,141,Oración,S,Marioqa sarata chakranchispi tarpun,Mario siembra maiz en nuestra chacra
H142,142,Oración,S,Qayna p'unchawkunan michichaykunaqa wacharun hinaspan ñawinkuta kicharirunkuña,"Nuestra gata parió hace algunos días, y las crías abrieron sus ojos ayer."
H143,143,Oración,S,"Puno hallp´api huk hatun qocha kan,",En el territorio puneño hay un gran lago
H144,144,Oración,S,May ashkha llamayuqmi chay runaqa kasqa.,Esa persona posee muchas llamas.
H145,145,Oración,S,P’unchawniypiqa uña khuchi kankata tamalniyuqta sumaqllataña wayk’usqaq.,El día de mi cumpleaños prepararé un rico lechón con tamales
H146,146,Oración,S,"Kay k'ushkuta sipiruychis, kankasunchismi","Desollen esta liebre, la asaremos"
H147,147,Oración,S,Chiri hallp´akunapiqa ch'apu allqukuna uywaymi allin.,En las tierras frígidas es recomendable criar perros lanudos.
H148,148,Oración,S,Kay wasiqa wiñay wiñaypaq kachun,Que esta casa sea para toda la eternidad
H149,149,Oración,S,Wawakunaqa raymi p’unchawkunapi sumaq yarawikunata yarawinku,Los niños y las niñas recitan hermosas poesías en ocasiones de Įestas.
H150,150,Oración,S,Paqarinmi mamakunap p’unchawnin; chaypin ancha kusikuywan rimarisaq,Mañana es el día de las madres; allí declamaré con mucha mímica.
H151,151,Oración,S,Haqay wik’uñaqa atuqtaq anyanqa,Dicen que aquella vicuña castiga al zorro.
H152,152,Oración,S,Ima qoykuwasqanchistapas kusikuywan chashkina,Cualquier obsequio se recibe con mucho
H153,153,Oración,S,Wakayqa chinachatan wachapuwasqa,Mi vaca había parido una cría hembra.
H154,154,Oración,S,Hakuchu chuwispi pukllaykamusunchi,"¡Vamos, te invito a jugar canicas!"
H155,155,Oración,S,Ch'askachay p'unchawmi yachayninchisman hina kiwna qaywita llanukusunchis,Para el Viernes Santo se prepara batido de quinua por costumbre
H156,156,Oración,S,Hallp´a p'ukuqa manan mikhunallapaqchu aswanqa uchukuta churanapaqwanmi,El plato de barro sirve tanto para comer como para poner en él ají molido.
H157,157,Oración,S,Huk p’unchaw chinkachisqay warak’ataqa tariruniñan.,Ya encontré la honda que perdí el otro día.
H158,158,Oración,S,Uywa michiq llaqtakunaqa paqucha qarata mast’aykuspa samachisunki,En las comunidades ganaderas te alojan en tendido de cueros de alpaca.
H159,159,Oración,S,Noqaqa wayrapakushanin,Estoy relajándome
H160,160,Oración,S,Ima? ¿Kayllapiraqchu kashanki?,¡Qué! ¿Continúas aquí?
H161,161,Oración,S,Warmikunaqa kukankuta huk llikllachapin apanku,Las mujeres llevan su coca atado en una mantita
H162,162,Oración,S,Onqosqa warmikunaqa manan yawarchakunkuñachu,Las mujeres gestantes ya no menstrúan.
H163,163,Oración,S,Taytayqa siwulla mallkichakunata llaqtamanta rantimusqa,Mi padre compró almácigo de cebolla del pueblo.
H164,164,Oración,S,Chay wallpata caldopaq phurucharusaq,Pelaré esa gallina para el caldo
H165,165,Oración,S,Tusuqqa raymipipunim kanku,El danzante siempre está presente en las Įestas
H166,166,Oración,S,Mama qochapiqa tukuy ima challwakunan tarikun,En el mar hay muchas variedades de peces.
H167,167,Oración,S,Maqlla qharikunaqa warmimanta p’achasqa tusunku.,Los afeminados bailan usando vestidos de mujer.
H168,168,Oración,S,Runa simipiqa librotaqa ninchismi mayt'ukuna huñunasqa nispa,En el quechua al libro le llaman “atado de escritos͟.
H169,169,Oración,S,Chakra ruwaq runakunaqa maychaq t'ikarisqantan qhawanku,Los agricultores observan la floración de la ramilla.
H170,170,Oración,S,Sapa p'unchaw qarpapayasqay t'ikachaykunaqa sumaqmi kashan,Mis flores regadas diariamente están lozanas.
H171,171,Oración,S,Mana kachiyuq lecheqa miskhk'illañan,La leche sin sal es muy rico
H172,172,Oración,S,Noqanchisqa Peru apu suyupin paqariranchis,Nosotros nacimos en el país llamado Perú.
H173,173,Oración,S,San Pedro llaqtapiqa kurkukunata llaqllaspa munay tiyanakunata ruwanku.,En el pueblo de San Pedro fabrican hermosas sillas cepillando los troncos.
H174,174,Oración,S,Alqoqa kirunta llaqwakuspan hampikun,El perro cura su herida lamiéndose.
H175,175,Oración,S,Sipaskunaqa tukuy niraq t'ikakunawanmi lawichunkuta alakhanku,Las jóvenes adornan sus sombreros con diversos colores de flores.
H176,176,Oración,S,Sulk'a wawqichayqa watanpiña hinaspan ña purikachashanña,"Mi hermanito menor tiene un año, y ya está dando sus primeros pasos."
H177,177,Oración,S,Almakunaq p’unchawninpiqa saksanaykamapuni mikhurani,En el día de todos los santos comí hasta saciarme.
H178,178,Oración,S,Qheshwa uraymanta tunastaqaputukunapi orqomunku,Desde los valles cálidos sacan las tunas en cestas
H179,179,Oración,S,Chiwchikunataqa mikhuchispan uywanku,A los pollitos se les cría dándoles de comer
H180,180,Oración,S,Puriqmasinchis Manuelqa allin sonqoyuqmi,Nuestro compañero Manuel es muy buena gente
H181,181,Oración,S,Noqaqa yachay wasipi tinyata t'oqyachini,En la escuela yo toco el tambor
H182,182,Oración,S,Chay p’achaykiqa ancha sumaqpuni,Esa tu ropa es muy bonita
H183,183,Oración,S,"Mamayta watukusqanki, anchatapuni añaychayki","Habías visitado a mi mamá, te agradezco muchísimo."
H184,184,Oración,S,Wirta ukhupin wiñapupaq sarataqa p’ampamuni,En el jardín tapé maíz para la jora
H185,185,Oración,S,Kay lisas chupichaqa mishk’ipuni kasqa,Esta sopa de olluco está muy rica
H186,186,Oración,S,Yunka runakunaqa charapa aychamanta mikhuykunata llanunku,La gente de la selva prepara platos de carne de la charapa
H187,187,Oración,S,Ch’aqipaqqa ch’uñuta pisillata ñut'una,Para el chaque hay que machucar el chuño levemente
H188,188,Oración,S,Kay sasawi yurachata hampi chatupi t’impurqachimuy,Haz hervir esta ramita de sasahui en el tacho de remedios
H189,189,Oración,S,Mula chillinaqa chaki utipaqmi chanin hampi kasqa,El tuétano de mula es un excelente remedio contra la artritis
H190,190,Oración,S,Kachi kachiq aychanta mikhuspaqa pay hina phawaqmi kanki,Si comes la carne de la libélula podrás volar como ella
H191,191,Oración,S,Pichinchukunata warak'aspanku wasi qhawananta t'oqorusqaku,Al hondear pajaritos habían quebrado el vidrio de la ventana
H192,192,Oración,S,Chay wawata chinlinyanninwan pukllachiy,Hazle jugar a esa criatura con su sonajita
H193,193,Oración,S,Sasawi hampi ukhu onqoypaqmi allin,El mate de sasahui es bueno para curar la gripe
H194,194,Oración,S,Waqaychasqa t'antaqa ch´akinmi,El pan guardado se endurece
H195,195,Oración,S,Paymi willlakuykunata rimarimun,Él narra las noticias’
H196,196,Oración,S,Papa tarpuymanta patarata mashkasunchis,Busquemos un libro sobre el sembrío de la papa
H197,197,Oración,S,Ñawpa willakuyta qhelqanapaq ima kaqninkunata allinta riqsina,"Para escribir una leyenda, hay que considerar sus
 partes"
H198,198,Oración,S,Kay achaqalakunata allinta t'oqyachisun,Pronunciemos bien estos alfabetos
H199,199,Oración,S,Atoqmanta huk willakuyta qhelqay,Escribe un cuento sobre el zorro
H200,200,Oración,S,Yachachiwaqninchismi pataranchista chaninchanqa,Nuestro profesor será el revisor del libro
H201,201,Oración,S,Risisqaypa siminqa rakhullaña,Mi amiga tiene labios gruesos
H202,202,Oración,S,Llaqtanchiskunapi orqokunaqa kawsayniyuqmi,En los pueblos andinos todos los cerros son sagrados
H203,203,Oración,S,Riksisqayqa rimapayanan kashan,Mi amigo necesita un consejo
H204,204,Oración,S,Kurkunchista maqllispaqa qhashqa rumichawanmi thupananchis,Al bañarse hay que rasparse con piedrecitas ásperas
H205,205,Oración,S,Ninkun: Warmakuna machulata uyarispankuqa anchatas asikusqaku,Dicen que al escuchar al abuelo los niños se reían muchísimo
H206,206,Oración,S,Allintan p'achaykitaqa t'aqsanayki,Debes lavar bien tu ropa
H207,207,Oración,S,¿Hayk'aqmanta pachan yachay wasiman hamuranki?,¿Cuándo empezaste a venir a la escuela?
H208,208,Oración,S,Atoq huk chitata mikhuspanmi kaq kaqmanta kutipayamun,"Luego de haberse comido la cría de la oveja, el zorro goloso volvió una y otra vez"
H209,209,Oración,S,Ayriway killapin kiwnataqa pallanchis,La quinua cosechamos en el mes de abril
H210,210,Oración,S,Ichhuta hastawanqa ichhunawanmi kuchunchis,Las pajas y las habas las cortamos con la hoz
H211,211,Oración,S,Runaq aswan kusikuyninpiqa sumaq kaymi.,La fuente más importante de la felicidad humana es la bondad.
H212,212,Oración,S,Hatun pukllaypi kusikuypiqa llimp´itan munay kayta sapa p´unchay kawsaypi yapaykun.,Gran entretenimiento y diversión pueden agregar color y belleza a la vida cotidiana.
H213,213,Oración,S,"Añay runaq sumaq kayninman, ancha yanapayta runakuna chaskinkuman.","Gracias a la nobleza humana, las personas pueden experimentar mucho apoyo."
H214,214,Oración,S,"Manchakuyta llallispa phiña kayta rikuchinchis, allin kayninchis yapakun.","Cuando superamos el miedo y mostramos coraje, aumenta nuestra autoestima."
H215,215,Oración,S,"Sumaqmi sichus, sapa p´unchay kawsay, yanqallamanta kaqninchista hatarichin.","Es agradable cuando, en el contexto de la vida cotidiana, algo repentinamente provoca nuestra emoción."
H216,216,Oración,S,"¡Wataq imaymana wiñayninkunata munawaq, aswanpas cheqaqpuni kan, samana killata llapan munanku!","¡Puedes amar las diferentes temporadas del año, pero honestamente, todos aman las vacaciones!"
H217,217,Oración,S,Munayqa kawsayman sumaq allin kaytan yapan.,"La pasión agrega un encanto maravilloso a la vida, y a veces vale la pena ceder a ella."
H218,218,Oración,S,Wakin runakunaqa  kikinninkuwan allin kayqa aswan sumaqpunin  ninkun.,Algunas personas creen que sentirse bien consigo mismas es la mayor recompensa posible.
H219,219,Oración,S,"Manapunin ishkayyanachu, kusikuyqa allinpunin.","Sin lugar a dudas, la felicidad es algo excepcional."
H220,220,Oración,S,Runaq ñawpaq munakuyninqa aswan hatunmi chay munakuykunaqa ancha unaymi yurarikun. ,El primer enamoramiento de una persona es muy intenso y esos sentimientos se recuerdan durante mucho tiempo.
H221,221,Oración,S,"¡Yanqamanta tumpasqa qhepamanqa, llapan ch´uyanchakuqtinqa sumaq kusikuymi! ","Después de ser falsamente acusado, la exoneración completa es maravillosa!"
H222,222,Oración,S,"Munakuyqa sapa kutin khatatachiwanchisman, aswanpas sumaq allinpunin.","La emoción a menudo nos puede hacer temblar, pero es inmensamente agradable."
H223,223,Oración,S,Kawsaypa hunt´akusqanqa teqsimuyuta ñawpaqman purichiytan apawanchis.,La satisfacción de la vida nos impulsa a mejorar el mundo.
H224,224,Oración,S,¡Maqanakuymanta mana allin kawsaymanta ayqekuyqa ancha sumaqpunin!,¡Liberarse de las pesadillas o de la violencia es maravilloso!
H225,225,Oración,S,Runa allin sumaq kikinwan kananpaqqa ashkha allin ruwaykunan kan .,Hay muchos comportamientos que pueden hacer que una persona se sienta orgullosa de sí misma.
H226,226,Oración,S,Sumaqpunin kan munasqayki runawan kayqa.,Es un gran placer pasar tiempo con personas que respetas.
H227,227,Oración,S,"Allin kawsaypaq llank´ayqa, kawsayman sumaq kaytan qon.","Trabajar por una buena causa, le da nobleza a la vida."
H228,228,Oración,S,Teqsimuyuta sapa p´unchay qhaway chayraqchus qhawashawaqhina,Mira el mundo cada día como si lo estuvieras viendo por primera vez.
H229,229,Oración,S,"Anna makiyta hap´ishawan, chaymi kallpayuq kani","Anna está sosteniendo mi mano, por eso siento fuerza y ​​coraje."
H230,230,Oración,S,Hukkaq watakunata kusisqa asikuspa tiyanki,Vivirás en felicidad y alegría durante las próximas décadas.
