RUNAWAN LEON,Uc runa allqapa ëwëcar uc leonwan töpacäñaq. Tsëña runaqa tapuñaq: “¿Imatatan ashinqui quë tsunyaq patsa?hö?” ñir. Leonqa quënö contestäqon: “Manam nimatapis rurätsu”. Runaqa päsacuñaq tsënö ñisquir: “Ñoqaqam ëwëcä animalnëcunata ricaq”. Tsëpic leonqa ëwäqon miquïta asheq. Tsëcunapa uc cazador puriycäñaq. Derrepentitaqa leonta riquëcorqa alläpa mantsacañaq. Tsëña cazadorqa armanwan apuntëcur leontaqa illapäqon qaranta ranticunanpaq.
ATOQ ÏSHACUNAWAN 1,Uc pastorqa allqata ëwañaq ïshancunata watucaq. Ricasquirñaqa pucllaq ?huracäñaq. Atoq derrepentita yurisquerqa ïshancunata micusquiñaq
ATOQ ÏSHACUNAWAN 2,Uc ïsha mitsicoq ïshancunawan allqata ëwañaq. Tsë?hö mitsiquïcarqa ricäñaq shamïcaqta uc atoqta. Mitsicoq ñiñaq: “Atoq ëwaquï. Paqta ñoqaqa illapawan illapaqman”. Atoqqa mana cäsurnenqa ïshancunata qallëcamun qatica?harnin. Tsënö qatica?hëcarqa ïshapa ?haquinta caniñaq. Tsëta riquëcorqa mitsicoqqa illapanwan atoqta wañutsëqon. Tsëpic wañuscatserqa ëwañaq warminta ñeq: “Acu ïshata pishtamoq”.
ACHIQUE,"Une tiempush allapa mallaqaqui wata canaq. Tsepinshi juc marcacho yachayanaq juc nuna warminwan. Pecunapash ishque wamrancuna warmi ollqu cayapunaq. Warmi caqshi puwaq watayoq canaq, y ollqu caqnash pitsqa watayoq. Manash micurcuyananpaq ni imancunapis cayapunaqnatsu. Unicu juc wayunca jarancunallanash quecanaq. Juc ampinash tse wamracunapa mamanenqa qowanta queno ninaq: —Que wamrantsiccuna punucariyaptinmi,jucllella wayuncantsicta camtsantsic ancaramushaq uchucurcunantsicpaq, —nir.

Peru tse wamracunaqa tseno parlaqta wiyecuyanaqshi. Tseshi
punuyanaqtsu, “
^
Ime oraraq ancayanqa?” nir. Y manash puni'
pis
chanaqtsu mallaq cayaptin.
Tsenash ""punucariyashqanachi” nirnin, camapeq sharircur,
camtsata ancayananpaq alistapacur qallarcuyanaq. Warminash
qowanta queno ninaq:
—^
Mechotaq camtsa callana? —nir.
Tseta wiyecurnash, wamracunaqa “Noqam rica, noqam rica.
Tsechomi,tsechomi quecan"" nir, sharicarcayamunaq

Tsenash tse nunaqa ollqurcur, “Que wamracunaqa mananam
micaratsimashunnatsu"" nir. Costalman winarcur, mayuman apar
qoturcamunaq. Tsenash tse mayuqa apacunaq.
Peru Teta Diosnintsicshi permit'
i
'
cunaq juctishqullaman
tishqucariyananpaq.Tsechoshi wararayamunaq.unchurecar, y manash
tse mayu chopinpita ni imano yarqitapis puediyanaqtsu. Tsecho waqacur
caquicarnash, janancunapa wiscur pasacurecaqta ricariyanaq. Tse
wiscurmanshi rowacur queno nishpa qayacuyanaq:
—TiyT wiscur,jorqarallayame,—nir.

Tsenash wiscurqa tse mayu cuchunllaman jorqarinaq, peru
tsepitapis manash ni mepa wayincunaman cutita puediyanaqtsu. Tsecho
caquTcarshi,qanyasyariyayanaq.
Patsa ampiquVcuptinnash, tsecho waqacur mallaq caquicar,
ricariyanaq caruchojuc actsi rupecaqta.Tsenash tsellamanna
eucuyanaq, y chaquicuyanaq achiquepa wayinman. Tsenash achiqueqa
“Pasacayami. Noqaqa tiyequicunam ca. Ama mantsacuyetsu"" nir,
wamracunataqa cushishqa chasquirinaq.
Achiquepapis capunaqshi juc warmi wamran. Pepash jutin canaq
Piwincha. Wamracunata pasaratsirnash, qararinaq papa yanushqata.
Wamracunanash mallaqewan tsaripacuyanaq cushishqa micuyananpaq;
peru micuyaptenqa,ticrarinaq chucru rumillash, y quiquin achiqueqa
imano shumaqshi paquirir, paquirir micuquTcoq.

Puni oranash achiqueqa tse warmi wamrata queno ninaq:
—Qamqa punucayamV que wamrawan, y noqana punucayamushaq
turiquiwan,—nir.
Tsenoshi patsariyanaq camancunaman. Pullan paqasnash wamraqa
antsar waqanaq “ jAchachauuu! jAchachauuu!” nirnin. Tsenash tse warmi
wamraqa tapunaq:
—Tiye,
^
Imanallantaq turilla? ilmanirtan waqallan?—nir.
Achiquenash ninaq:
—Raca sapra tucshiptinchi, welayu turiqueqa waqacun,—nir.
Yapenash jina wamraqa waqar siginaq. Ma tse wamra micoq
achiqueqa wamrata pishtar roququ'
icanaq seqsiwan.

Patsa warariptinnash achiqueqa tse warmi wamrata y quiquinpa
wamranta cachanaq canastancuna jancharcatsir, “Yacuntsic
janchayarm"" nir. Tse warmi wamra manash puedinaqtsu canastawan
yacu apeta. Winariptin, winariptinpis, pasaracoq, pasaracoqshi; peru
quiquin achiquepa wamranqa rasllash cutinyepa, cutjnyar yacuta ashtar
usharinaq.
Tseyaqnash achiqueqa tse ollqu wamrapa etsanta juc mancaman
winarcur churcarinaq panin mana ricanqanyaq. Tse warmi wamraqa
turillanpaq quendshiyarpanaq “Ampipa mana purnta puedishqa carchi,
jauca punuquTcan’' nir.
Tsepitanash achiqueqa queno ninaq:
—Chinawan istiquequi que yacuta puwarecatsiyanqui, peru paqtam
que mancata quichapecayanquiman. Ewa yamtata ashiramushaq,
—nishpa.

Tseno disponirirshi, jeqarinaq yamtacoq.
Tseyaqnash yacutaqa ras puwaratsiyanaq, peru achiqueqa manash
cutinaqraqtsu.
Tsenash tse warmi wamraqa “Jmanirtaq tureqa sharcamuntsu?
^Manachi que orayaqqa punucunmantsu?"" nishpa, achique pununqan
cuartuman yecurinaq. jQawecunanpaqnash turillanpaqa maquincunalla,
chaquincunalla y peqallanlla juc cutacho qoturecanaq! Tsenash tse
wamraqa mantsaquecunaq turillanta tsetano riquecur, y manash ni
imano quetapis puedinaqtsu. Tseno quecanqantanash yarparinaq queno,
“Cuticamorqa, noqatapis micamanqachi. Eucupteqa que chmanchi
‘
^
mepa ewanqatapis?’ willeconqa qatipamananpaq” nir

Tseyaqnash quiquin achiquepa wamranqa pachan waqaptin,
“
^
Imatan que mancachoqa puwan?” nir. Quicharir, qawecunaq y
riquecunaq tse wamrapa etsancuna limpu chusllucurllana
puwaquicaqta. Tsenash munapar etsata jorqunanpaq cucurcunaq, y
muchquTcacurcunaq tse puwaquicaq mancaman.
Tse warmi wamranash mas peor mantsacar “Cananqa noqatachi
tumpecamanqa"" nir,turillanpa chancallancunata y peqallanta
juytucurcur.Tse ora apurellapa safacur ewacunaq achique wayiman
manaraq cutiptin.

Achiquenash yamtata ashenqanpita limpu utishqay mallaqashqa
charir, mancacho etsa puwaquTcaqta tariri'
cur sellama cushishqa
micucurcunaq. Peru manash ichicllapis pensanaqtsu quiquinpa
wamranpa etsanta micuquTcanqantaqa. Micur usharirnash, ismanarnin
wayi waqtanta jeqarinaq ismacoq. Tsechooraqshi “
^
Mechdraq tse
chi'nacunaqa pucllaqui'
cayan?” nir, qayacunaq:
—Piwinchaaaa, <j,wiyamanquicu? —nir.
Tsenash tse achiquepa pachancho “jMameee!"" nishpa,
yasquicamunaq.
Achiquenash limpu mantsacar “jWamrallatatsun micucurculla!” nir,
siquintapis mana pitsacushpa eqicunaq. Tse churcucushqan manca
ricaq, y taricunaq wamran Piwinchapa peqan cascaquTcaqta.

Tsenash achiqueqa ""Cunqui tseta rurarir, tse isqui peqa jeqalirqon.
Cananmi mecho carpis taripashaq, y tsechomi supetapis apatsishaq”
nishpa. Tse ora wamrata qatipar ewacunaq. Wamraqa pishi carnin, manash allapa purita puedinaqtsu. Rasllash
tse achique tariparinman canaq. Peru animalcunash tse wamrata
yanapayanaq. Tsenash taripaqno quecaptinna,tse wamra taririnaq juc
anasta tsacmaqui'
caqta.Tsenash queno nishpa rowacunaq:
—Tiyi anas, paquecallame. Taqe achiquemi qatillaman
wanutsimananpaq,—nir.

Achiquenash anasman charirtapucunaq:
—Asyaq anas, tapucushqequi,
^
Quepa pasarquncu juc seqra
china? —nishpa.
Anasnash tseno ashepa tapucuptin, ""jSo! Chacwas bruja, qamqa
ashacamanequipaq, jpT matsicamanquitaq!” nishpa, nawincho
ishpapYcunaq.
Tsechonash achiqueqa “jAchachauuu! jAchachauuu! jNawillaaa!”
nishpa, jinancho qarishpecachacur, alii une cacunaq.

Tseyaqnash tse wamraqa anasta ""gracias"" nicurir, nanillanta
sigicunaq.
Achiquenash nawin cachacariptin, jina wamrata qatipar siginaq.
Wamranash utishqa carninna, jamarir, jamarir, euquicanaq.
Tseyaqnash achiqueqa casi tariparinaqna. Wamranash juc condortana
taririnaq machipacur tecaqta. Tsenash condortaqa rowacunaq:
—Tiyi condor, paquecallame. Achiquemi qatillaman
wanutsimananpaq, —nir.
Condornash pacacurcunaq ripran rurinman.
Tsenash jina achiquepis charinaq condorman y tapucunaq queno:
—Awquis qaia peqa condor, tapucushquequi,
^
Quepa pasarquncu
pisqa senqaila china?—nir

Tsenash condorqa tseno ashepa achique tapuptin:
—iSo! Wamra micoq chacwas,
^
ashacaramanquitsun? —nishpa,
ripranwan sheqicunaq anchacar eucoqpaq.
Tsechonash “jAnanauuu! jAnanauuu!"" nishpa, jitaracunaq.
Tseyaqnash wamraqa jina condorta ""Gracias” nicurir, nanillanta
sigicunaq. Peru pasepa utishqanash canaq. jAllau! jlmano utishqanaraq
carqan tse llullu chancallancuna! jlmanoraq euquicarqan tse turillanpa
tullullancunata juytucushqa, puwaq watayoqllaraq wamra!

Tseno nawinta cupacur, waqacur ancharaconqanpitanash jina
achiqueqa cashqan sharcurcur, wamrata qatipar siginaq.
Wamranash jatun pampata euqui'car ricarinaq qepanchotana
chacwas achiquetaqa. Manash tse wamra utishqa quewan ewetapis
puedinaqnatsu.
Pasepanash latacarinaq, peru achiquenash ushacunapa mullcanta
tse pampacho taricur ""jAnanau! jAchallau! jQueqa wallqataq! jQueqa
rosariutaq!” nir, pallacur cacunaq.
Tseno pallaconqanyaqnash, wamraqa mana pueditana tashtapepa*
tashtapar, ishquir, sharcur jina euquieanaq. Manash pensanaqnatsu
cawetaqa. Unicoqa pensaquicanaq achiquepa pachancho
ushaquellatanash.

Tsenash achiqueqa ushapa mullcanta alii buenu pallacurir,jina
wamrata qatipar qallarcunaq y ricarinaq,tse wamra casi puntanllachona
quecaqta. Tsenash achiqueqa “jAchallau! Taqe isqui peqata quellacho
taripare"" nir, sellama cushicunaq.Porqui tse achique pensanaq,
“Quiquinpa wamranta micatsenqanpita,ahaswan ishpatsenqanpita, y
condorwan sheqitsenqanpita, por lisura nacatsillapa wanutsitash.”
Tsenash wamraqa qepanta tumarir, ricarinaq achiquetaqa
taripareqtana. Tsenash mantsaquewan limpu desmayar patsaman
ishquirinaq. Tsechonash Teta Diosllamanna manaquicunaq queno
nishpa:

—Teyta Dios, iAchiquetaq wanutsillamananpaq qatillaman! Wascalla
cacharcam'
i,tsellapa lloqacarcallamunapaq, —nir.
Tsenash Teta Diosqa tse wamrapaq cacharcamunaq canastallantin
juc wascata. Tseman winacarcurnash,ras eucunaq.
Achiquenash ""Tsarishaq, tsarishaq” nicar, quedacunaq, y ricarinaq
wamra canastaman winacarcur, cieluman eucoqta. Tsenash jinallancho
limpu colerar, patsatapis taprar, siquintapis jichcar limpu rabiacur
cacunaq. Tseno muyicachaqui'
canqantanash jina pepis queno
qayacunaq:
—Dios, noqapaqpis wasca jitamT, alii carnenqa,—nishpa

Tsenash jina pepaqpis wascaqa jeqarcamunaq. Tsenash jina pepis
wascan tsaripucushqa cieluman ewecaq “Cananqa cieluchopis tse isqui
peqata taripashaqmi” nir. Tseno euqufcarnash wiyarinaq juc ucush,
“Rup, rup. Rup,rup” nir, cachcaqta. Tsenash achiqueqa queno ninaq:
—Tullu shimi ucush,
^Wascatatsunchi capchicanqui? —nir.
Ucushnash queno ninaq:
—Noqaqa awila qaracamanqan rupa simitatam cuchcuco, —nir.

Tsenash achiqueqa “Rasunchi simitanta capchucun"" nir, cushi cushi
ewecanaq.Tsenash pepis naqana cieluman checaptin,“IRaptuc!”
nishpa ucushqa wascata capchuricunaq.
Tsenash achiqueqa curino, pelotano patsaman jeqarshami'cunaq.
Eucarecamurnash, quend ninaq:
—jPampallaman, pampailaman! jOqullaman, oqullaman!—nir.
Peru manash pampallamantsu ni oqullamantsu jeqarcamunaq,
sinoqa feu uran qaqacuna jananmanshi jeqarcamunaq. Tseshi
yawarninpis limpu jinantinman pilchir, ramacar ewecunaq. Tseshi tse
achiquepa yawarnin jinantinman ramacashqa carnin, qayacushqa
yachapamantsic.

Wamranash cieluman charir, turillanwan topariyanaq.Tsechoshi
sellama cushicur abrasanacur,saltacur, pinticur, cushiquita cacuyanaq.
Porqui cielu marcaqa allapa shumaqshi.Tse “paraisu"" nishqan
sitiuchoshi llapan que patsacho sufreqcuna quecayan. Tsechoshi
shumaq wetacuna rurincho pucllacur cushishqa quecayan.
llmanoraq tse carqan, au? jShumaq que cuentu imanomi tse
wamrata yanapecuyarqan animaCcuna! Canannam Senomintsic
Jesucristuna yanapamantsic ima mana aCCicunapitapis y tsenomi
jjeman creicushqaqa tse sfvumaq cieCu marcaman chdtsimdsliuru
Noqantsicpis tsecho cusfiisfiqa cacunapaq."
ATOQWAN ÜSHA,Uk atoqshi purikänaq allqapa. Chay?höshi üshata qewata mikïkaqta tarinaq. Atoqshi üshata manchakächinaq. Chayshi ayqikur üshaqa aywakunaq. Atoqshi üshapa qepanta cörrir aywanaq charipänanyoq. Chay?höshi michikoq wamra atoqta rikaskir qayaränaq: “¡Ama üshätaqa!” Niykaptinpis ashkallanta mikuskinaq. Chayshi mamanqa wamranta tapunaq: “¿Maytaq ashkallanchikeqa?” “Atoqmi sugapumashqa” nir waqakunaq wamraqa. Chayshi maman wamranta shoqanaq: “Ama waqëku. Awkamï kayman puñukushunpaq” nir.
CONËJUWAN ATOQ,"Uk pun?höshi conëjuwan atoq puriykäyänaq. Chay?höqa conëjuta atoq ashipänaq. Chayshi atoq conëjupa ananman saltanaq mikunanpaq: “¿Üshaku kanki?” nir. Atoq conëjuta mikïkaptinnashi tarinaq duëñun. Tariskiptenqa atoq cörrikunaq munti rurinpa. Duëñunqa asheq aywarqa conëjunta manana tarinaqku.
Uk pun?höqa aka yurikänaq. Chayshi atoqqa asikunaq:
“Kananqa akata mikushaqmi” nir. Mikuskerqa pakäkoq
aywanaq. Payqashi mana musyanaqku aka venënuwan
kanqanta.
Chayshi akanta mana tarirna duëñun aywanaq asheq
munti rurinpa. Payqa ninaq: “¿Imataq asyan?” Munti rurin?hö
wañushqata tarinaq atoqta. Chayshi lädunpa päsakunaq:
“Kayqa asyäkun” nir. "
A?HKË,"hka mikoq kayänaq. Chayshi taytankunaqa apayänaq qaqapa itakoq, alporjanwan itakäkuskir wañukuyänanpaq. Wamrankunaqa arkakäyänaq qaqa pullannin?hö. Chay?hö arkakaskir condorta rikaskir qayakuyänaq: “Tiyï condor, orqaskamë pampallaman”. Chaypita condor aywanaq wamrakunata orqoqnin. Aparikuskir pampaman churanaq. Chay?hö dëjaskir awkunaq condorqa. Chaypita uk pishqu papapa waytanta amushqa eqamunaq. Wamrakunaqa a?hkïta munar qatipäyänaq. Chayshi uk pampaman ?hayänaq achka papaman. Wamrakunaqa papata orquyänaq mikuyänanpaq.

Chayshi wamrakunaqa rikayänaq uk wasita qontëkaqta.
Chayta rikaskir panenqa turinta ninaq: “Aywë mankata
mañakamunki ninantawan yanukushunpaq, papata
mikushunpaq”. Turenqa aywanaq mankata mañakoq. Chayshi
a?hkëpa wasin kanaq.
A?hkëqa ninaq: “Aywë. Panikita ninki kayllaman
shamunman yanukoq”. Chayshi wamraqa paninta pushakuskir
aywanaq a?hkëpa wasinman.
A?hkëqashi papapa rurillanta mikoq kanaq.
Wamrakunataqa sipranillanta qaraq mikuyänanpaq. Paqasqa
ollqu wamrawan puñuyänaq. Warmikaqqa wawantawan
puñuchinaq. ¡Chay paqasqa ollqukaq wamrataqa mikunaq!
Waräninchikaqa tullullantana panin tarinaq.
A?hkënashi wamranta yächinaq: “Aywë. Pelor?hö yakuta
timpuchinki. Chaypita waqtar ninki: ‘¡Rikakï! Chay pelor?hömi
achka shumaq sarsillukuna kaykäyan’. Neqnölla wamrata
tanqaskinki, chaypita noqa mikukunäpaq”.
A?hkëpa wamranqa chaynö niptin uknenqa ninaq: “Qam
mä primëru rikakï”. Rikakïkaptin tanqaskinaq a?hkëpa
wawallanta. Chay wamrata tanqaskir turinpa tullunta
aparikuskir aywakunaq irkaman.
A?hkëqa mikïkarnashi wamranta reqsinaq. Chaypitaqa
qatiparnin aywanaq chay warmi wamrata.
Wamraqa irkaman ?haskir qayakunaq: “Tayta Dios, qori
waskëkita ka?haskamï”. Chayshi Diosqa qori waskata
ka?hämunaq. Chay waskawan chutanaq wamrata altu
ciëluman.

A?hkëpaqqa uk shawchi waskata ukushnintawan
ka?hämunaq. Ukushqa a?hkë pullan?höna kaykaptin waskata
mutunaq. A?hkëqa shikwëkar qayarar ninaq: “Pampallaman
wayllallaman”. Niykarpis shikwanaq rumikuna kashakuna
rurinman.
Wamraqa ciëluman ?haskerqa Diosta waqapänaq: “Turëta
kutikëkachipamë” nir.
Diosqa ninaq: “Ama rikankiku. Turikeqa kutikanqami”.
Niykaptinpis wamraqa rikanaq turinta rurakëkaqtana. Chaypita
turin allqu rurakänaq. Tayta Diosqa ?haskamurqa tapunaq:
“¿Rikarëkinä?hi? Chaymi allqu rurakashqa”. "
WARMIWAN ÖSU,"Uk warmishi aywanaq arata ashikoq. Chay?hö yurikänaq uk ösu. Chaypitaqa warmita apakuskir aywanaq ma?hëman. Chay ma?hë?höqa warmita kachinaq. Unëna täkuyänaq warmiwan. Chayshi ösupa churinta wa?hanaq. Uk pun?höshi warmi ösuta mandanaq yakuman. Ösoqa arnëruwan aywanaq yakuta apamoq. Cäda ?haqamuptinshi ushakaqlla yaku. Chaynö kanqanyoqshi wawan mamanta orqunaq ma?hëpita.

Ma?hëman kuterqa ösoqa mana tarinaqku warminta
wawantawan. Chayshi ösoqa aywanaq warminpa qepanta.
?hänaq warminpa wasinman. Payqa rikaskerqa pakäkunaq.
Chayshi ösoqa päsakunaq lädunpa. Mana malisyanaqku
warmin kikinpa wasin?hö pakaranqanta. "
ATOQWAN CONËJU,"Uk pun?höshi atoq tarinaq conëjuta puñïkaqta. Rumiwan sitanaq waqtata rik?hat. Conëjoqa shärinaq manchakashqa: “¿Pitaq kay?hö karan?” Atoqqa pakäkunaq. Conëjoqa atoqta tariskir tapunaq: “¿Qammi musyanki pï sitamanqanta?” Atoq ninaq: “Manam rikashkäku”. Conëjoqa tapunaq: “¿Imanirtaq pakäkurëki?” Atoq ninaq: “Noqa mana karäku. Mallaqnämi. Qamta munä mikïnikta”

Chaypita conëjoqa säfakunaq ukläpa. Atoq asheq aywarqa
manana tarinaqku. Ma?hë?hö conëju pakaranqanyoq, atoqqa
lädunpa päsakunaq.
Chaypitaqa atoqqa irkaman ?haskir uk conëjuta rikanaq.
Ukninkaq conëjoqa ukläpa ayqiykunaq. Atoqqa “Mikushaq” nir
shuyaränaq. Chaypitaqashi allaw atoq irka?hö wañuskinaq
mallaqpita. "
JUAN ARAGAN,"Uk pun?höshi Juan Aragan mamanwan aywayänaq pasyaq tunapa. Chaypitaqa purir qellanaskinaq. Chayshi mamanta ninaq: “Noqami mallaqnä”. Chaynö nerqa wasinpa aywanaq mikukamoq. Mamanna piñapänaq: “¡Aragan kanki wamraqa!” nir. Wasinman ?haskir Juan mamanta ninaq: “Noqami äbasta munä”. Chaynö niskerqa Juan aywanaq waqtapa. Pukllakuskirnaqa wasinman kutikunaq. Chaypita maman tapunaq: “¿Imanirtaq aragan kanki?” Chaynö niptin yapë Juan mamanwan aywayänaq pasyakoq tunapa. Purikuskirnaqa wasiman kutiyta munar Juan yapta waqtanaq: “Mamë, noqami qasäkö” nir. Chaynö niptenqa maman ninaq: “Qamqa qella karmi rasunpa Juan Aragan kanki”."
MISHIWAN UKUSHKUNA,"Uk pun?höshi mishi tarinaq kinsa ukushkunata. Chayshi ishkë ukushkunaqa pakäkuyänaq rumi rurinman. Ukninkaqqa manchakashqa parlapänaq mishita: “Kanan?ha mikuyämanki” nir. Misheqa ninaq: “Kinsëkitami mikuyäshëki”. Chayshi ishkë pakäkoqkunaqa yarquskiyänaq rumikuna rurinpita. Misheqa chaykunatapis welta ninaq: “Kananmi mikuyäshëki llapëkita”. Chaypita parlapänaq: “Aywä kutimoq. Kaylla?hö shuyäyämanki. Mana?hari mikuyäshëkiku”.

Chaypita kinsan ukushkunaqa ya?hachinakuyänaq:
“Kanan kutimuptin mishita nishun: ‘Noqakunami munayä
amïgu kayäshunpaq. Qampaqpis mikunëkita ashiyämushaq
kay wasi?hö llapanchik mikunanchikpaq. Kananqa aywë
rikakunki mas ukushkunapaq’ ” nir.
Chaypita wasi?hö kaq ukushkunaqa pachäyänaq imanö
mishita wañuchiyänanpaq kaqta. “Kutimunqanami misheqa”
niyänaq. “?hämuptin ukninchik nishun: ‘Kay?hö mikunëki.
Qam?ha mallaq kaykanki’ nir”.
Misheqa ?haskiptenqa uk mati?hö venënuyoq aychata
qaraskiyänaq. Mallaqnashqa kar qarayanqanta mikukuskinaq.
Chaywanmi misheqa wañukuskinaq. "
UKUSHWAN CHIPSHAKUNA,"Uk pun?höshi warmipa chipshankuna mikukïkäyänaq. Chayshi ukush yurikänaq chipshankunapa mikunanta rikärëkar. Chaypita chipshakuna mikunanta dëjaskir aywakuyänaq. Duënunqa ukushta tarinaq chipshankunapa mikunanta mikïkaqta. Ukushqa duëñunta rikaskir manchakar ayqikunaq. Warmeqa ninaq: “Kayllamishari chipshäpa mikunanta ushan” nir. Niskerqa warmeqa wasin rurinman kutishqa venënuta apamoq ukushpaq churananpaq.

Wasinpita yarqaskamuptenqa chipshankuna mallaqnar
waqayänaq. Waqayaptinnashi warmeqa mana yarpar
ukushpaq kaqta venënuta itapuskinaq. Chayta
mikukuskirnashi llapan chipshankuna wañur ushakäyänaq.
Chaypitaqa chay warmeqa waqar llakir chipshankunapaq
kaykaptenqa ukushqa ?hänaq asiparnin: “Noqapaq kaqta
qaraskinki chipshëkita. ¡Allaw warmi! Kananmi chipshëkipa
mikunanta ushashaq”"
ATOQWAN CONDOR,Atoq condorta ninaq: “Aku anaq irkaman cörrishun”. Chaynö niptenqa condorqa “Akuri” nir aywayashqa. ?haskerqa atoq condorta ninaq: “Aku cörrishun gänanakur. Qam gänamarqa noqata mikumanki. Noqa gänarnikeqa qamta mikushëki”. Chaypitashi cörreq churakäyänaq. Condorqa cörriyta gänëkänaqna. Shaykurnaqa ninaq: “Samashun”. Chaypita atoqqa condorta gänanaqna. Condorqa “¿Gänëkamankinaku?” nir tapunaq. Chaynö nir condor manchakänaq: “Kanan?ha mikumanqa” nir. Atoqqa alläpa cörrir gänëta munanqan?hö wañunaq. Condor aywarqa atoqta wañushqata tariykur pa?han unta mikukuskir aywakunaq.
CONËJUWAN ATOQ,"Uk paqasshi qen?haman mikoq aywanaq conëju. Waräninchikaqa qen?ha duëñun mikushqata rikar ninaq: “¿Ima animalraq qewäta mikukun?” nir. Chaypitaqa aywanaq trampata churaq conëjuta a?hkunanpaq. Conëjoqa yapë kutinaq mikoq. Chay?höqa trampa a?hkuskinaq. Chay?höshi atoq yurikänaq: “¿Imata rurëkanki chay?hö?” nir. Chaypitaqa conëju ninaq: “Chay awkishmi wamranwan casarachimëta munan. Noqa mana munäku casarëta wamranwan. Chaynö niptëmi watamashqa”.

Atoqna ninaq: “Noqata watëkamë chay trampaman”.
Chaypitaqa atoqta trampaman wataskir awkunaq conëju.
Chaypitaqa qen?ha duëñun yurikaskir rabianaq: “Qammi
kanki qen?hä?hö mikukoq” nir. Uk rätumanpaqa awkish yapë
yurikänaq a?ha?hëkaq fiërrun a?hkushqa. Chaywanqa
aywanaq maqaq atoqta.
Chaypitaqa atoq waqanaq: “¡Ama maqamëku!” Chaynö
niykanqan?hö atoqqa ka?hakänaq. Chaypitaqa atoq ayqiykur
yarpa?hakur ninaq: “Mana noqa kaptëqa wañuchiyanmanmi
karan chay conëjutaqa” nir. Chaynö nirpis manana
rikanaqnaku conëjuta."
ATOQWAN CONËJU,"Uk pun?höshi atoq conëjuta tarinaq. Chayshi atoqqa tapunaq: “¿Imata rurëkanki?” Niptin conëjoqa ninaq: “Manami tarëkö ni imatapis mikunäpaq”. Atoqqa ninaq: “Aku noqa qarashëki uk sanaoryata”. Niptenqa conëjoqa: “Qanmi kanki alli runa. Kananqa amïgu kashun” ninaq. Chaynö niptenqa atoqqa kushikunaq. Conëjoqa atoqta ninaq: “Aku tanaqpa täkoq”. Chaynö niptenqa: “Akuri” ninakur aywayänaq. Chayshi conëjoqa irka?hö täkïkäyaptenqa atoqta
tanqaskinaq qaqaman ku?hpakar awkunanpaq. Chayshi
conëjoqa atoqta asiparnin kanaq: “Kananmi wañuskachë
atoqtaqa” nir awkushqa."
TUKUWAN UKUSH,"Uk paqasshi killa?hö tuku mallaqnashqa purikïkänaq. Ukushta rikaskir tuku yarpänaq: “Kananmi tä ukushta mikushaq. ¿Täwanqa pa?häpis untanmankuraq?” Chayshi tuku ukushta a?hkoq aywanaq. A?hkïkaptenqa ukush waqanaq: “Ka?hämë. Ka?hämë. Mana ka?hämaptikeqa makikitami kanishaq”. Chaynö niptenqa ukushtaqa ka?haskinaq. Ukushna ninaq: “Ama mikumëku. Mikumaptikeqa mundumi ushakanqa”. Ukushta criyerqa tuku mana mikunaqnaku. Pärikur awkuskinaq mallaqlla qaqaman puñukoq.

Waräninchikaqa tuku rikanaq ukushta qaqa?hö kaykaqta.
Tukoqa rikëkarpis mana rikaq tukurlla awkunaq. Ukushqa
tukuta rikaskerqa yapta qayëkä?hänaq: “Aw, tuku. Shamï.
Shamï. Shikwëkänami” nir. Niptenqa tuku chayman aywanaq.
?haskiptenqa ukush ninaq: “Kay qaqami laqmëkanna.
Noqanchikpis?hari wañushun. A?hkuranqëkiyoq aywä
yakukaskamoq”. Neqnölla ukush illakaskinaq. "
ÜSHA MICHIKOQ WARMIWAN ATOQ,"Uk pun?hö warmi üshanta michikïkänaq. Allqunpis paqtan mana aywanaqku. Chay?hö üshanta michikïkaptenqa atoq yuripuskinaq. Chay?hö üshanta manchakächimunaq mikïta munar. Duëñunqa rikaskerqa wichyakunaq. Chaypitaqa manchakäkur atoq awkunaq. Duëñunqa chay atoqpaq rikakïkaptin unëtaraq welta kutikämunaq. Atoqqa chay munti rurillan?hö päraq kanaq. Chaypitaqa warmi allqunta qayaptin mana shamunaqku. Warmeqa kutinaq shaykushqa allqunman. Kutenqanyoq uk ashkallanta atoqqa a?hkuskir apanaq mikunanpaq.

Chaypitaqa warmeqa kutimur wichyakunaq.
Wichyakunqanta wiyaskir shamunaq allqunqa. Chaypita
allqoqa rastrullanpa atoqman aywarqa tarinaq atoqta
mikïkaqta ashkallanta. Chay?höqa tariskerqa maqanakuyänaq
atoqwan. Ashkallata qe?huskerqa allqoqa pa?han unta
mikukuskerqa duëñunman kutinaq. "
